transaction_id,transaction_amount,transaction_time,merchant_category,payment_method,card_present,customer_age,account_age_days,average_transaction_amount,transaction_amount_deviation,billing_country,transaction_country,location_mismatch,distance_from_home_km,international_transaction,device_type,device_trust_score,new_device,ip_risk_score,vpn_or_proxy,failed_authentication_attempts,transactions_last_1h,transactions_last_24h,transactions_last_7d,amount_spent_last_24h,unique_merchants_last_24h,merchant_risk_score,is_new_merchant,transaction_hour,day_of_week,is_weekend,is_night,authentication_method,authentication_success,cvv_match,previous_fraud_count,is_fraud
TXN100015,87.68,2025-06-01 08:13:03,utilities,credit_card,1,42,442,95.66,-0.083,US,US,0,0.0,0,desktop,94.8,0,15.8,0,2,0,0,7,0.0,0,4.4,0,8,6,1,0,biometric,1,1,0,0
TXN100016,46.94,2025-06-01 08:19:41,online_retail,credit_card,0,25,155,41.89,0.121,US,DE,1,2.2,1,desktop,71.9,0,17.6,0,1,0,2,10,106.74,1,47.0,1,8,6,1,0,password,0,1,0,0
TXN100017,17.21,2025-06-01 08:25:10,electronics,digital_wallet,1,58,427,24.26,-0.291,US,US,0,2.5,0,pos_terminal,92.2,0,23.8,0,0,0,2,11,33.94,1,24.2,0,8,6,1,0,biometric,1,1,0,0
TXN100018,59.37,2025-06-01 08:26:06,restaurant,digital_wallet,1,59,1623,53.02,0.12,US,US,0,29.3,0,pos_terminal,57.8,0,27.7,0,1,0,2,6,74.16,1,4.3,0,8,6,1,0,pin,1,1,0,0
TXN100019,24.15,2025-06-01 08:32:08,healthcare,credit_card,0,39,1161,37.93,-0.363,US,US,0,6.1,0,desktop,49.7,0,30.4,0,0,0,2,4,40.9,2,10.8,0,8,6,1,0,otp,1,0,0,0
TXN100020,18.37,2025-06-01 08:49:42,grocery,digital_wallet,0,47,202,23.77,-0.227,DE,DE,0,0.0,0,tablet,88.3,0,18.4,0,0,0,0,6,0.0,0,9.3,0,8,6,1,0,biometric,1,1,1,0
TXN100021,25.12,2025-06-01 08:53:40,online_retail,debit_card,0,23,8,46.14,-0.456,CA,CA,0,0.0,0,mobile,79.4,0,3.9,0,0,0,0,5,0.0,0,37.1,0,8,6,1,0,biometric,1,1,0,0
TXN100022,15.67,2025-06-01 09:00:43,subscription,credit_card,0,50,450,39.72,-0.605,US,US,0,4.5,0,desktop,99.5,0,35.3,0,0,0,1,10,71.63,1,12.0,0,9,6,1,0,otp,1,1,0,0
TXN100023,32.75,2025-06-01 09:08:16,entertainment,debit_card,0,27,345,33.77,-0.03,US,US,0,0.0,0,mobile,89.7,0,50.4,0,0,0,0,8,0.0,0,5.4,0,9,6,1,0,none,1,1,0,0
TXN100024,16.43,2025-06-01 09:13:30,restaurant,credit_card,1,57,195,38.2,-0.57,US,US,0,6.7,0,mobile,80.1,0,14.8,0,0,0,3,7,94.95,2,15.6,0,9,6,1,0,pin,0,1,0,0
TXN100025,127.48,2025-06-01 09:19:07,online_retail,debit_card,1,28,1110,76.28,0.671,GB,GB,0,0.0,0,desktop,79.2,0,24.2,0,1,0,3,10,254.02,1,34.2,0,9,6,1,0,pin,1,1,0,0
TXN100026,10.24,2025-06-01 09:23:08,atm_withdrawal,credit_card,1,22,46,20.09,-0.49,FR,FR,0,18.7,0,desktop,50.7,0,30.9,0,0,1,1,6,21.91,1,15.5,0,9,6,1,0,biometric,1,1,0,0
TXN100027,23.07,2025-06-01 09:25:39,restaurant,debit_card,1,41,1084,38.87,-0.406,DE,DE,0,29.1,0,mobile,57.0,0,25.3,0,0,0,3,8,149.46,1,11.3,0,9,6,1,0,pin,1,1,0,0
TXN100028,15.06,2025-06-01 09:31:13,home_improvement,credit_card,1,50,189,19.49,-0.227,US,US,0,4.4,0,mobile,96.9,0,23.5,0,0,0,3,9,72.13,3,21.5,0,9,6,1,0,biometric,1,1,0,0
TXN100029,57.64,2025-06-01 09:32:02,online_retail,debit_card,1,55,993,54.23,0.063,US,US,0,22.1,0,tablet,88.8,0,26.3,0,0,0,1,7,52.01,1,35.5,0,9,6,1,0,biometric,1,1,0,0
TXN100030,72.17,2025-06-01 09:35:26,electronics,credit_card,0,27,216,88.01,-0.18,FR,FR,0,0.0,0,mobile,91.5,0,18.3,0,0,0,1,5,129.25,1,33.1,0,9,6,1,0,otp,1,1,0,0
TXN100031,240.14,2025-06-01 09:42:25,clothing,credit_card,0,40,375,200.29,0.199,MX,MX,0,9.7,0,mobile,74.7,0,44.2,0,0,0,4,6,1008.94,4,17.9,0,9,6,1,0,otp,1,1,0,0
TXN100032,58.64,2025-06-01 09:51:24,utilities,credit_card,1,42,908,63.67,-0.079,CA,CA,0,0.0,0,desktop,90.6,0,2.1,0,0,0,2,3,149.89,1,18.0,0,9,6,1,0,pin,1,0,2,0
TXN100033,20.27,2025-06-01 09:52:22,subscription,debit_card,1,32,988,26.67,-0.24,US,US,0,2.3,0,mobile,67.8,0,18.7,0,0,0,2,6,83.76,1,11.7,0,9,6,1,0,pin,1,1,0,0
TXN100034,57.9,2025-06-01 09:59:42,restaurant,digital_wallet,0,33,560,87.72,-0.34,US,US,0,0.0,0,mobile,92.3,0,10.8,0,0,0,1,7,46.66,1,14.7,0,9,6,1,0,otp,1,1,0,0
TXN100035,71.87,2025-06-01 10:02:52,utilities,credit_card,1,57,1133,50.84,0.414,US,US,0,25.1,0,pos_terminal,47.8,1,12.1,0,0,0,1,4,36.0,1,0.0,0,10,6,1,0,biometric,1,1,0,0
TXN100036,59.75,2025-06-01 10:10:53,restaurant,credit_card,1,45,406,57.21,0.044,AU,AU,0,33.5,0,mobile,75.9,0,50.0,1,1,0,1,8,63.57,1,15.7,0,10,6,1,0,pin,1,0,0,0
TXN100037,68.19,2025-06-01 10:30:55,healthcare,debit_card,0,50,1055,65.81,0.036,CN,CN,0,15.0,0,mobile,66.5,0,25.0,0,0,0,0,5,0.0,0,24.9,0,10,6,1,0,otp,1,1,0,0
TXN100038,40.99,2025-06-01 10:33:56,grocery,credit_card,0,50,1248,33.92,0.208,US,US,0,24.6,0,desktop,93.1,0,15.3,0,0,0,1,13,31.62,1,27.5,1,10,6,1,0,otp,1,1,0,0
TXN100039,75.6,2025-06-01 10:44:06,online_retail,debit_card,0,18,625,95.54,-0.209,US,US,0,1.2,0,desktop,84.3,0,1.7,0,0,0,1,6,37.02,1,17.0,0,10,6,1,0,otp,1,1,0,0
TXN100040,40.1,2025-06-01 10:46:49,subscription,credit_card,1,18,461,39.99,0.003,US,US,0,8.4,0,desktop,72.0,0,1.2,0,0,0,1,9,54.13,1,5.5,0,10,6,1,0,none,1,1,0,0
TXN100041,14.27,2025-06-01 10:56:59,gas_station,credit_card,1,61,956,18.07,-0.84,IN,IN,0,20.7,0,desktop,82.3,0,11.8,0,0,0,0,8,0.0,0,29.7,0,10,6,1,0,pin,1,1,0,0
TXN100042,52.41,2025-06-01 10:57:13,subscription,credit_card,0,23,163,63.7,-0.177,US,US,1,220.0,0,pos_terminal,38.4,0,68.2,0,0,5,14,36,1537.1,4,34.4,1,10,6,1,0,password,0,1,2,1
TXN100043,75.14,2025-06-01 10:58:08,healthcare,credit_card,0,49,383,111.68,-0.327,US,US,0,5.2,0,tablet,76.3,0,34.8,0,0,0,3,6,370.4,1,10.0,0,10,6,1,0,password,1,1,0,0
TXN100044,139.6,2025-06-01 11:10:15,clothing,digital_wallet,0,33,305,105.32,0.325,US,US,0,0.0,0,desktop,83.5,0,9.5,0,0,1,2,7,222.52,2,19.6,0,11,6,1,0,password,1,1,0,0
TXN100045,259.7,2025-06-01 11:10:45,online_retail,credit_card,0,41,171,107.89,1.407,DE,DE,1,327.4,0,pos_terminal,46.8,0,0.0,0,0,4,17,41,1996.91,5,31.0,0,11,6,1,0,otp,0,1,2,1
TXN100046,245.63,2025-06-01 11:16:28,gas_station,debit_card,0,34,238,258.28,-0.049,MX,MX,0,0.0,0,pos_terminal,96.2,0,16.5,0,1,0,1,9,380.19,1,13.5,0,11,6,1,0,biometric,1,1,0,0
TXN100047,32.01,2025-06-01 11:18:01,electronics,credit_card,1,32,43,64.9,-0.507,IN,IN,0,17.6,0,mobile,75.5,0,25.4,0,0,1,3,4,228.2,3,49.6,1,11,6,1,0,pin,1,1,0,0
TXN100048,26.27,2025-06-01 11:18:50,online_retail,credit_card,0,26,159,30.17,-0.129,BR,BR,0,13.7,0,desktop,71.1,0,32.6,0,0,1,4,4,139.2,2,32.3,0,11,6,1,0,biometric,1,1,0,0
TXN100049,82.42,2025-06-01 11:24:58,digital_goods,debit_card,1,40,1153,92.62,-0.11,IN,IN,0,24.6,0,mobile,78.8,0,27.5,0,0,0,0,2,0.0,0,40.6,0,11,6,1,0,biometric,1,1,0,0
TXN100050,60.39,2025-06-01 11:25:38,gas_station,digital_wallet,1,41,693,76.17,-0.207,US,US,0,0.0,0,tablet,90.6,0,9.1,0,1,0,2,6,60.59,1,15.4,0,11,6,1,0,none,1,1,0,0
TXN100051,22.09,2025-06-01 11:35:01,atm_withdrawal,debit_card,1,29,1379,20.17,0.095,US,US,0,15.2,0,desktop,95.7,0,23.6,0,1,0,4,12,102.25,4,22.9,0,11,6,1,0,pin,1,1,0,0
TXN100052,26.25,2025-06-01 11:38:01,entertainment,credit_card,1,32,780,39.0,-0.327,US,US,0,20.0,0,tablet,85.8,0,29.5,0,0,0,0,5,0.0,0,22.4,0,11,6,1,0,biometric,1,1,0,0
TXN100053,29.31,2025-06-01 11:38:57,entertainment,debit_card,0,36,1372,27.45,0.068,US,US,0,9.2,0,pos_terminal,69.9,0,2.3,0,0,0,2,8,54.11,2,32.5,0,11,6,1,0,otp,1,1,0,0
TXN100054,151.16,2025-06-01 11:39:20,online_retail,debit_card,0,43,2524,77.38,0.953,US,US,1,252.9,0,pos_terminal,0.0,0,54.7,0,3,2,14,35,1857.81,1,35.1,0,11,6,1,0,none,0,1,0,1
TXN100055,28.52,2025-06-01 11:43:02,travel,debit_card,0,45,923,26.89,0.061,GB,GB,0,0.0,0,desktop,61.7,0,1.3,0,0,0,2,6,20.7,1,40.5,0,11,6,1,0,otp,1,1,0,0
TXN100056,27.14,2025-06-01 11:45:52,grocery,digital_wallet,1,23,1228,26.02,0.043,US,US,0,3.7,0,desktop,57.4,0,7.0,0,0,0,0,6,0.0,0,3.7,0,11,6,1,0,pin,0,1,0,0
TXN100057,30.03,2025-06-01 11:47:30,healthcare,credit_card,0,25,30,33.43,-0.102,US,US,0,0.0,0,pos_terminal,62.8,0,56.7,0,0,0,3,9,140.14,2,0.0,0,11,6,1,0,biometric,1,1,1,0
TXN100058,16.24,2025-06-01 11:48:11,restaurant,debit_card,1,43,11,10.55,0.539,US,US,0,0.0,0,desktop,77.8,0,0.0,0,0,1,3,11,31.09,3,11.5,0,11,6,1,0,pin,1,1,0,0
TXN100059,7.07,2025-06-01 11:48:44,digital_goods,debit_card,0,63,202,38.51,-0.816,US,US,0,9.5,0,pos_terminal,100.0,0,7.9,0,1,0,1,7,50.65,1,39.2,0,11,6,1,0,password,1,1,0,0
TXN100060,5.17,2025-06-01 11:56:05,online_retail,debit_card,1,60,1503,10.53,-0.509,US,US,0,9.6,0,tablet,82.8,0,0.0,0,0,0,3,8,27.42,2,25.2,0,11,6,1,0,pin,1,1,0,0
TXN100061,13.1,2025-06-01 12:06:36,entertainment,credit_card,0,24,616,13.35,-0.019,IN,IN,0,12.9,0,pos_terminal,96.4,0,14.2,0,0,0,2,6,11.36,1,27.9,0,12,6,1,0,otp,1,1,0,0
TXN100062,24.17,2025-06-01 12:10:06,gas_station,credit_card,1,31,328,19.72,0.226,US,US,0,0.0,0,pos_terminal,74.8,0,27.2,0,0,0,1,10,12.5,1,29.4,1,12,6,1,0,pin,1,1,0,0
TXN100063,193.55,2025-06-01 12:11:51,online_retail,credit_card,0,32,1082,138.54,0.397,CA,JP,1,0.0,1,mobile,85.6,0,16.6,0,0,0,1,10,205.44,1,17.5,0,12,6,1,0,password,1,1,0,0
TXN100064,23.12,2025-06-01 12:13:36,digital_goods,credit_card,1,30,1668,30.58,-0.244,US,US,0,0.0,0,desktop,70.8,0,14.0,0,0,1,2,7,103.21,1,34.9,0,12,6,1,0,biometric,1,1,0,0
TXN100065,22.38,2025-06-01 12:14:48,gas_station,debit_card,0,34,848,21.53,0.039,US,US,0,26.9,0,tablet,76.6,0,16.4,0,1,0,1,5,24.04,1,12.5,0,12,6,1,0,otp,1,1,0,0
TXN100066,31.57,2025-06-01 12:15:26,restaurant,credit_card,1,59,319,49.81,-0.366,US,US,0,9.7,0,desktop,85.2,0,26.8,0,0,1,2,6,95.4,1,8.0,0,12,6,1,0,pin,1,1,0,0
TXN100067,59.35,2025-06-01 12:16:04,online_retail,credit_card,0,20,452,36.29,0.635,US,US,0,0.0,0,desktop,77.4,0,64.9,0,0,1,2,9,68.98,2,37.2,1,12,6,1,0,password,1,1,0,0
TXN100068,249.92,2025-06-01 12:21:48,restaurant,credit_card,0,38,1235,175.62,0.423,US,US,0,20.5,0,mobile,49.3,0,9.4,0,0,0,1,4,250.93,1,17.8,0,12,6,1,0,none,1,1,0,0
TXN100069,34.5,2025-06-01 12:27:56,restaurant,debit_card,0,40,1472,29.02,0.189,FR,FR,0,13.1,0,desktop,71.8,0,9.1,0,2,0,3,13,69.52,3,19.6,0,12,6,1,0,biometric,1,1,0,0
TXN100070,49.48,2025-06-01 12:28:49,entertainment,credit_card,1,18,604,35.1,0.41,US,US,0,0.0,0,desktop,45.6,0,39.4,0,1,0,2,9,60.66,1,23.8,0,12,6,1,0,pin,1,1,1,0
TXN100071,135.49,2025-06-01 12:30:24,grocery,credit_card,1,54,65,91.06,0.488,US,US,0,21.7,0,desktop,62.0,0,14.4,0,0,0,1,7,83.52,1,17.4,0,12,6,1,0,pin,1,1,0,0
TXN100072,27.44,2025-06-01 12:36:05,grocery,credit_card,1,41,872,39.66,-0.308,US,SG,1,7.7,1,desktop,65.2,0,22.1,0,0,0,0,8,0.0,0,7.8,0,12,6,1,0,pin,1,1,0,0
TXN100073,16.3,2025-06-01 12:36:34,entertainment,credit_card,0,70,395,13.77,0.184,MX,MX,0,24.9,0,pos_terminal,81.9,0,19.2,0,1,0,1,3,19.6,1,5.1,0,12,6,1,0,password,1,1,0,0
TXN100074,52.94,2025-06-01 12:43:16,grocery,credit_card,0,52,1288,44.35,0.194,BR,BR,0,26.0,0,mobile,93.8,0,25.9,0,0,0,1,8,42.35,1,0.2,0,12,6,1,0,otp,1,1,0,0
TXN100075,54.91,2025-06-01 12:44:42,electronics,credit_card,0,31,722,43.22,0.27,US,US,0,9.9,0,tablet,68.4,0,20.0,0,0,0,4,12,133.48,1,29.6,0,12,6,1,0,biometric,1,1,0,0
TXN100076,44.54,2025-06-01 12:47:23,utilities,credit_card,1,64,770,49.05,-0.092,US,US,0,12.3,0,mobile,62.1,0,15.6,0,0,0,2,9,104.01,2,5.0,0,12,6,1,0,pin,1,1,0,0
TXN100077,148.37,2025-06-01 12:47:32,grocery,digital_wallet,1,65,925,165.35,-0.103,US,US,0,13.0,0,desktop,83.4,0,29.2,0,0,0,3,14,335.6,1,29.7,1,12,6,1,0,biometric,1,1,0,0
TXN100078,34.31,2025-06-01 12:54:55,grocery,debit_card,0,60,2652,46.68,-0.265,AE,AE,0,29.5,0,pos_terminal,66.9,0,6.8,0,0,0,0,8,0.0,0,9.1,0,12,6,1,0,otp,0,1,1,0
TXN100079,70.53,2025-06-01 13:01:18,gas_station,debit_card,1,45,808,59.36,0.188,US,US,0,10.5,0,desktop,75.9,0,9.8,0,0,0,2,10,218.45,2,25.1,1,13,6,1,0,pin,1,1,0,0
TXN100080,77.12,2025-06-01 13:01:39,gas_station,debit_card,1,54,546,60.01,0.285,US,US,0,21.3,0,desktop,65.2,0,8.5,0,0,0,2,9,96.84,2,26.6,0,13,6,1,0,pin,1,1,0,0
TXN100081,71.75,2025-06-01 13:06:42,healthcare,debit_card,0,35,791,87.53,-0.18,US,US,0,12.7,0,mobile,77.5,0,2.3,0,0,0,2,8,223.32,1,16.1,0,13,6,1,0,otp,1,1,2,0
TXN100082,53.21,2025-06-01 13:10:13,subscription,credit_card,1,57,30,37.72,0.411,US,US,0,0.0,0,mobile,77.0,0,10.8,0,0,0,0,2,0.0,0,22.7,0,13,6,1,0,pin,1,1,0,0
TXN100083,197.35,2025-06-01 13:14:01,grocery,credit_card,0,18,212,208.72,-0.054,DE,DE,0,51.0,0,pos_terminal,74.9,0,0.0,0,0,0,2,4,518.87,2,5.9,0,13,6,1,0,biometric,1,1,0,0
TXN100084,36.74,2025-06-01 13:14:43,grocery,credit_card,1,33,92,42.84,-0.142,US,US,0,0.0,0,mobile,91.0,0,26.1,0,0,0,3,11,124.96,1,29.2,1,13,6,1,0,none,1,1,0,0
TXN100085,134.77,2025-06-01 13:15:00,gas_station,digital_wallet,1,40,919,139.56,-0.034,IN,IN,0,23.6,0,mobile,77.3,0,49.1,1,0,0,4,10,553.78,2,13.5,0,13,6,1,0,pin,1,1,0,0
TXN100086,124.75,2025-06-01 13:15:35,online_retail,debit_card,1,37,277,111.4,0.12,US,US,0,0.0,0,mobile,67.5,0,32.0,1,0,0,2,7,217.4,2,26.4,1,13,6,1,0,none,1,1,0,0
TXN100087,112.48,2025-06-01 13:16:10,digital_goods,credit_card,1,43,697,96.49,0.166,US,US,0,0.0,0,desktop,49.8,0,2.1,0,1,0,2,8,101.76,1,29.8,0,13,6,1,0,pin,1,1,0,0
TXN100088,78.84,2025-06-01 13:17:30,online_retail,debit_card,0,19,647,69.44,0.135,FR,FR,0,2.0,0,pos_terminal,89.8,0,21.4,0,0,0,3,13,369.01,3,32.0,0,13,6,1,0,otp,1,1,0,0
TXN100089,34.04,2025-06-01 13:22:42,subscription,debit_card,1,38,945,35.01,-0.028,AU,AU,0,0.4,1,mobile,76.9,0,15.4,0,1,0,2,6,71.79,2,14.5,0,13,6,1,0,pin,1,1,0,0
TXN100090,18.09,2025-06-01 13:25:50,atm_withdrawal,credit_card,1,26,212,23.92,-0.244,US,US,0,1.0,0,mobile,100.0,0,33.8,0,0,0,1,9,13.87,1,11.0,0,13,6,1,0,pin,1,1,0,0
TXN100091,64.65,2025-06-01 13:28:40,online_retail,credit_card,0,49,1185,64.09,0.009,US,US,0,0.0,0,pos_terminal,66.9,0,14.4,0,1,0,3,5,263.54,1,32.0,0,13,6,1,0,otp,1,1,0,0
TXN100092,12.84,2025-06-01 13:28:59,online_retail,debit_card,1,57,1129,23.15,-0.445,US,US,0,5.7,0,mobile,35.4,0,14.3,0,0,0,3,11,33.54,3,27.8,0,13,6,1,0,biometric,1,1,0,0
TXN100093,10.3,2025-06-01 13:30:32,clothing,debit_card,0,53,140,23.71,-0.566,US,US,0,31.1,0,desktop,56.0,1,54.8,0,0,0,1,11,27.03,1,31.0,1,13,6,1,0,password,1,1,0,0
TXN100094,42.7,2025-06-01 13:31:04,grocery,digital_wallet,0,18,2059,65.07,-0.344,US,US,0,41.2,0,desktop,61.8,0,18.9,0,0,0,2,7,131.75,1,13.0,0,13,6,1,0,otp,1,1,0,0
TXN100095,11.39,2025-06-01 13:42:22,electronics,credit_card,1,29,18,15.89,-0.283,AU,AU,0,0.0,0,mobile,55.8,0,16.2,0,0,2,2,7,29.41,1,34.7,0,13,6,1,0,pin,1,1,0,0
TXN100096,36.9,2025-06-01 13:43:16,utilities,digital_wallet,0,57,596,62.98,-0.414,US,US,0,7.4,0,mobile,80.4,0,1.7,0,0,0,0,7,0.0,0,1.0,0,13,6,1,0,none,1,1,0,0
TXN100097,376.99,2025-06-01 13:47:31,gas_station,credit_card,1,50,250,207.76,0.815,US,US,0,0.0,0,pos_terminal,80.3,0,22.8,0,0,0,2,9,621.15,1,23.5,0,13,6,1,0,pin,1,0,0,0
TXN100098,14.54,2025-06-01 14:01:54,restaurant,debit_card,1,68,561,16.02,-0.092,US,US,0,6.1,0,desktop,68.0,0,2.1,0,0,0,1,5,21.48,1,3.1,0,14,6,1,0,biometric,1,1,0,0
TXN100099,71.4,2025-06-01 14:04:34,gas_station,credit_card,1,49,402,49.94,0.43,US,US,0,0.0,0,pos_terminal,100.0,0,9.4,0,0,1,2,6,64.25,1,10.2,0,14,6,1,0,none,1,1,0,0
TXN100100,43.58,2025-06-01 14:11:53,restaurant,debit_card,1,71,558,58.9,-0.26,US,US,0,0.0,0,mobile,93.5,0,20.7,0,0,1,4,9,296.09,1,21.3,1,14,6,1,0,biometric,1,1,0,0
TXN100101,31.57,2025-06-01 14:18:24,gas_station,credit_card,1,64,745,36.78,-0.142,FR,FR,0,7.3,0,mobile,93.1,0,16.2,0,0,0,1,6,40.92,1,22.6,0,14,6,1,0,none,1,1,0,0
TXN100102,138.76,2025-06-01 14:24:43,restaurant,debit_card,1,35,269,28.91,3.8,GB,GB,0,38.8,0,desktop,71.0,0,19.8,0,1,0,3,8,52.83,1,30.4,1,14,6,1,0,none,1,1,0,1
TXN100103,26.12,2025-06-01 14:25:36,restaurant,credit_card,0,42,346,20.7,0.262,US,US,0,0.0,0,desktop,78.5,1,6.8,0,0,0,0,8,0.0,0,3.2,0,14,6,1,0,otp,1,1,0,0
TXN100104,16.95,2025-06-01 14:33:26,gas_station,credit_card,0,18,30,21.05,-0.195,GB,GB,0,0.0,0,desktop,73.8,0,14.4,0,0,0,2,7,37.84,1,21.2,0,14,6,1,0,otp,1,1,0,0
TXN100105,62.19,2025-06-01 14:35:43,clothing,debit_card,1,50,917,51.1,0.217,US,US,0,0.0,0,mobile,74.5,0,25.6,0,0,0,0,7,0.0,0,19.1,1,14,6,1,0,pin,1,1,0,0
TXN100106,60.32,2025-06-01 14:36:44,atm_withdrawal,credit_card,1,51,837,48.4,0.246,US,US,0,0.0,0,mobile,77.5,0,1.7,0,0,0,3,6,110.13,2,31.3,0,14,6,1,0,pin,1,1,0,0
TXN100107,92.2,2025-06-01 14:40:07,grocery,credit_card,0,32,1900,64.3,0.434,CA,CA,0,0.0,0,mobile,100.0,0,3.1,0,0,2,6,10,563.27,3,19.3,0,14,6,1,0,biometric,1,1,0,0
TXN100108,34.65,2025-06-01 14:43:30,restaurant,digital_wallet,1,50,1535,44.07,-0.214,US,US,0,18.8,0,mobile,57.8,0,7.1,0,0,0,0,5,0.0,0,21.0,0,14,6,1,0,biometric,1,1,0,0
TXN100109,120.43,2025-06-01 14:47:01,electronics,credit_card,1,41,142,87.89,0.37,JP,JP,0,6.8,0,desktop,100.0,0,11.6,0,1,0,0,5,0.0,0,33.9,0,14,6,1,0,none,1,1,1,0
TXN100110,96.68,2025-06-01 14:47:42,entertainment,digital_wallet,1,39,459,126.76,-0.237,US,US,0,1.9,0,mobile,78.6,0,26.1,0,0,0,1,9,119.07,1,19.2,0,14,6,1,0,pin,1,1,0,0
TXN100111,49.7,2025-06-01 14:49:38,restaurant,credit_card,1,40,60,36.55,0.36,FR,FR,0,0.0,0,tablet,56.6,0,17.9,0,0,0,2,7,48.3,2,4.7,0,14,6,1,0,pin,0,1,0,0
TXN100112,50.87,2025-06-01 14:57:20,clothing,credit_card,0,46,769,61.43,-0.172,US,US,0,0.4,0,desktop,86.4,0,10.6,0,0,0,0,10,0.0,0,25.3,0,14,6,1,0,password,1,1,0,0
TXN100113,2.81,2025-06-01 15:14:46,restaurant,digital_wallet,1,29,624,56.24,-0.95,AE,AE,0,32.2,0,mobile,74.6,0,24.8,0,0,0,2,8,108.29,1,0.0,0,15,6,1,0,biometric,1,1,0,0
TXN100114,34.8,2025-06-01 15:22:06,utilities,credit_card,1,57,1031,49.41,-0.296,US,US,0,11.1,0,mobile,87.8,0,24.1,0,2,0,2,10,116.58,1,0.0,0,15,6,1,0,pin,1,1,1,0
